22,25
32,24
47,43
35,58
78,69
28,57
38,62
74,43
65,58
36,40
64,61
22,56
78,66
25,47
42,95
29,52
59,86
29,83
78,47
39,41
74,63
75,39
26,42
25,83
75,64
77,61
44,87
23,60
47,77
64,86
73,70
65,24
64,21
72,30
96,44
36,24
70,36
72,33
46,88
22,60
95,33
37,79
32,94
64,92
41,67
70,60
37,28
97,33
29,26
70,45
75,84
94,82
86,35
70,25
63,77
78,40
60,54
48,61
52,96
40,61
67,84
50,66
59,75
50,76
55,93
84,52
94,68
57,76
25,96
65,52
68,42
58,35
63,70
37,32
81,32
43,80
67,47
79,23
55,26
87,74
58,36
28,57
53,46
74,86
31,55
35,41
91,74
23,53
90,91
57,67
43,44
30,23
56,33
40,62
56,51
89,42
40,63
64,41
83,63
41,51
88,97
34,73
58,52
71,58
92,28
58,48
79,75
46,28
73,50
93,70
54,91
49,72
86,43
40,74
65,40
62,30
58,94
37,71
57,27
57,50
48,64
73,91
51,41
72,63
91,85
73,24
23,44
40,71
33,94
74,42
40,72
70,56
39,48
65,29
52,75
53,51
23,91
76,65
48,87
85,28
21,32
37,92
95,41
81,83
71,85
61,57
87,50
43,31
60,63
41,49
48,62
92,74
54,39
79,45
41,87
32,80
65,95
35,39
58,64
56,83
39,87
49,80
83,62
93,38
76,97
44,96
78,36
81,21
29,27
45,69
46,94
68,95
73,53
91,34
74,61
65,55
90,97
57,43
77,36
42,88
55,87
33,85
38,28
89,35
51,87
33,26
68,69
52,33
76,29
22,69
95,68
31,30
97,60
94,89
64,40
74,89
66,40
85,88
83,36
37,89
29,50
78,32
40,26
36,79
42,50
51,97
75,56
61,83
62,77
94,25
67,44
91,25
36,33
97,26
70,50
50,70
21,83
51,63
35,42
65,96
39,41
74,68
37,24
48,52
79,60
39,34
90,73
90,63
92,53
68,33
59,87
21,50
81,94
39,57
39,93
80,61
27,60
55,61
42,44
58,82
66,48
52,96
49,24
73,70
35,31
21,85
45,62
69,53
54,27
58,71
41,27
71,40
93,47
97,29
86,46
40,69
64,94
90,79
37,60
29,22
44,21
85,61
31,49
80,34
93,22
28,96
71,79
42,26
38,31
60,53
51,94
70,50
94,52
54,64
46,77
62,60
40,37
67,74
37,44
83,60
54,53
62,59
43,44
75,27
34,84
69,87
62,76
57,51
64,39
31,88
81,36
25,51
77,53
34,25
46,93
29,48
69,46
34,68
25,68
39,30
38,29
48,78
86,93
90,93
72,63
59,72
87,36
35,33
90,53
66,63
64,47
79,96
64,91
89,79
54,40
78,70
21,34
36,67
89,79
71,51
60,22
49,63
91,82
71,52
85,90
36,51
44,90
24,25
62,41
53,96
72,26
28,78
93,37
51,25
95,48
21,94
75,66
88,55
64,55
87,28
45,30
79,66
78,59
57,75
54,78
37,27
87,49
84,77
79,96
97,91
70,92
58,63
52,70
96,65
84,65
97,50
64,30
82,75
70,81
89,76
27,35
70,32
86,29
65,38
48,75
30,78
61,70
31,86
41,37
78,73
85,75
68,39
72,74
35,32
39,34
46,61
23,61
66,81
72,79
48,65
73,89
56,60
91,97
34,84
89,49
45,37
41,64
76,42
88,63
23,93
25,54
61,77
82,73
84,27
90,55
58,22
78,24
22,41
31,64
83,62
95,74
34,35
48,67
71,61
63,81
87,43
36,84
26,94
95,97
95,55
54,79
58,21
87,35
36,62
49,66
40,31
35,97
69,51
84,76
52,32
46,42
65,95
53,91
90,59
95,43
86,66
48,54
86,72
35,77
40,48
71,50
60,35
65,48
58,48
78,56
88,92
85,73
60,29
83,34
31,41
56,35
90,44
53,69
34,67
56,53
28,79
94,34
94,67
72,69
41,25
61,72
46,31
58,91
30,83
38,49
34,93
25,33
27,43
39,84
40,67
81,32
70,51
95,24
83,46
25,89
94,30
74,93
95,72
89,77
92,58
66,28
52,89
70,26
69,38
48,31
41,64
55,36
33,96
57,42
66,43
24,28
66,41
33,52
61,23
39,68
65,76
22,37
62,91
24,25
71,68
27,33
59,49
54,57
80,21
76,35
47,37
61,53
87,46
63,54
87,93
22,83
79,50
86,32
89,78
30,95
73,67
42,74
80,40
56,97
79,24
68,53
97,78
87,60
73,76
77,43
81,39
34,74
65,89
24,72
63,46
36,45
89,69
79,22
70,37
68,51
79,77
79,53
48,50
71,37
69,72
96,42
82,53
50,58
56,85
68,78
41,26
94,28
60,26
43,69
31,37
39,84
95,66
84,44
21,49
92,55
36,43
72,57
84,93
69,81
34,47
63,21
81,44
29,35
45,54
61,46
21,67
92,79
84,55
37,46
81,78
63,87
66,95
47,59
57,54
34,56
71,33
82,76
38,39
41,62
67,81
47,80
90,45
91,56
70,76
72,51
23,64
49,24
66,32
94,77
66,56
58,74
30,61
55,51
96,84
28,23
46,56
38,51
55,21
21,34
27,91
29,50
52,79
55,29
78,32
70,72
69,91
70,86
67,45
72,86
49,58
41,46
39,94
40,63
40,48
53,77
54,84
45,69
77,22
28,48
40,68
38,63
44,27
71,86
85,21
24,73
24,96
65,57
37,52
42,82
25,74
25,97
86,35
82,34
34,66
97,71
52,83
89,24
82,42
30,35
62,77
79,36
45,76
62,48
75,91
44,55
80,67
76,73
44,89
76,24
74,88
97,76
89,70
39,58
55,45
92,42
92,53
96,75
79,71
49,21
49,53
48,38
64,71
70,81
77,74
82,67
72,27
33,29
45,64
55,78
89,52
44,94
86,80
97,66
34,31
72,78
66,83
58,46
93,60
31,76
66,59
50,81
78,62
59,47
75,22
29,23
82,92
92,83
22,66
92,60
82,71
49,43
38,59
69,83
58,90
72,96
49,25
32,37
79,52
52,93
89,36
24,66
39,89
80,76
86,31
55,80
88,78
35,90
41,55
87,73
96,24
63,28
60,86
77,85
95,72
78,79
97,91
40,53
87,38
33,51
71,60
56,43
47,91
27,67
54,51
38,84
27,91
21,75
52,58
21,31
41,90
27,64
55,50
27,55
61,66
56,46
41,76
45,33
56,25
80,35
97,90
74,51
90,80
46,24
83,39
72,83
37,21
89,54
36,91
86,83
64,54
87,21
67,21
85,58
28,32
81,25
42,84
82,52
71,46
50,56
91,57
92,67
51,75
88,37
93,35
63,79
49,69
81,87
95,57
64,25
50,73
25,69
64,66
52,79
61,51
70,88
69,60
71,96
77,84
48,62
87,30
70,30
32,66
49,70
22,30
45,51
94,89
40,65
46,59
90,30
68,92
24,78
21,65
38,22
89,77
75,95
28,70
23,64
83,41
53,64
44,52
23,86
96,42
56,89
77,61
25,34
87,89
76,44
73,89
25,21
55,49
80,71
29,87
82,52
29,51
73,85
53,44
86,61
60,64
88,69
57,25
31,81
68,60
67,76
49,37
94,93
27,38
72,28
65,53
39,94
78,69
62,80
69,78
52,45
38,92
69,61
87,97
79,55
88,38
88,59
48,97
39,23
79,22
56,32
69,94
54,96
21,23
94,44
92,57
58,52
70,65
83,39
50,93
89,22
26,37
46,52
36,96
54,96
76,63
36,52
40,91
50,30
32,48
21,45
23,65
76,36
73,72
59,71
43,79
88,42
84,52
63,27
45,95
91,45
53,89
68,96
96,61
65,64
56,65
53,25
64,44
73,67
85,57
95,59
73,47
40,88
27,40
95,31
77,67
35,50
58,91
80,30
33,84
27,24
97,71
94,69
87,42
33,85
68,33
21,41
96,40
88,49
25,94
87,62
80,94
88,61
62,33
73,69
29,43
28,62
93,94
79,44
64,52
77,51
56,55
44,53
48,30
73,48
92,42
26,90
23,42
61,93
90,32
42,30
95,36
96,78
76,35
32,38
52,25
55,73
21,31
30,83
91,82
78,91
31,22
72,96
34,55
35,60
50,80
46,87
84,22
79,39
24,74
92,78
96,86
28,53
76,57
83,91
27,93
37,26
71,89
80,68
65,63
80,43
67,80
79,96
58,21
95,24
50,81
46,49
81,32
76,35
55,61
86,71
74,82
73,92
29,73
57,75
29,58
59,65
21,66
28,37
35,29
80,73
38,94
49,75
65,62
85,84
47,63
50,77
48,34
33,93
71,72
88,92
73,38
25,60
93,54
67,35
53,45
24,55
92,65
51,70
36,91
48,38
51,24
61,59
67,93
67,30
63,95
80,27
32,81
56,29
85,77
63,95
55,27
95,54
33,63
56,61
72,56
60,47
57,48
58,34
78,52
71,84
37,33
61,57
57,64
62,27
39,45
81,85
78,97
95,64
21,57
56,87
66,38
80,67
60,44
72,58
83,80
45,53
73,61
97,31
21,90
36,89
49,34
78,38
61,72
28,69
94,53
70,41
94,50
92,85
26,43
33,67
32,25
52,44
69,49
37,85
86,76
71,61
49,50
80,34
92,88
87,55
56,49
93,63
85,92
59,82
94,48
56,86
66,25
80,75
79,50
75,24
68,56
83,32
54,85
27,65
65,90
50,65
89,59
33,81
62,56
81,88
49,96
55,35
44,21
60,78
49,42
96,35
67,36
63,72
29,87
49,50
27,37
29,94
94,36
22,52
25,40
84,64
93,63
26,78
37,64
43,38
65,33
79,67
44,72
78,60
23,93
85,65
21,65
29,75
70,24
61,26
73,43
68,25
62,97
39,66
70,83
77,86
82,95
27,24
75,95
82,67
59,22
68,95
83,77
71,86
79,73
60,37
48,53
66,33
71,44
41,33
89,22
23,45
23,47
55,97
51,24
61,47
26,55
